,IF_single_elderly,income_percap,TVtime_codes,IF_existChildren,NumPC_list,IF_singleAE,income,NumWaterHeater_list,NumVehicle_codes,Cookingtime_codes,NumDryer_list,NumWashMach_list,NumCookingEquip_list,IF_coupleWithChildren,resident_codes,raw_income,percapita_en_total_no_vehicle,size,Reno_OtherHeatInsu_codes,IF_existElderly,IF_singleA,SummerSunshine_codes,GlassType_codes,IF_coupleA,elderNumber,resident,demographicType,NumTV_list,live_days,IF_grandparentKids,childrenNumber,NumAC_list,Reno_WindowGap_codes,ages_mean,IF_couple_elderly,gender_codes,HouseAge_codes,job,WinterSunshine_codes,WindowFrame_codes,Reno_WindowGlass_codes,IF_singleWithChildren,Reno_Wall_codes,IF_bigFamily,Weektime_list,cluster
2,1,0.0,2.0,0,0,1,0,0,0,1.0,0,1,2,0,0.0,0.0,1666.313973,1,6.0,1,0,1.0,0.0,0,1,1,5,1,7,0,0,0,5.0,80.0,0,0,4.0,0,1.0,2.0,6.0,0,6.0,0,7,0
3,0,25000.0,4.0,0,0,0,3,1,0,1.0,0,1,5,0,0.0,50000.0,526.0794215,2,6.0,1,0,8.0,1.0,0,2,1,6,2,7,0,0,1,3.0,60.5,1,1,5.0,0,7.0,2.0,5.0,0,5.0,0,7,0
6,0,15600.0,3.0,0,0,0,3,1,0,4.0,0,1,2,0,0.0,31200.0,1415.812598,2,6.0,1,0,5.0,1.0,0,2,1,6,1,7,0,0,1,6.0,71.5,1,1,4.0,0,2.0,2.0,5.0,0,5.0,0,7,0
7,0,16666.66667,2.0,0,1,0,3,1,0,1.0,0,1,3,0,0.0,50000.0,560.6164386666667,3,6.0,0,0,7.0,1.0,1,0,1,1,2,6,0,0,2,6.0,43.5,0,0,4.0,2,4.0,2.0,5.0,0,6.0,0,6,0
10,0,25000.0,4.0,0,0,0,3,1,0,2.0,0,1,4,0,0.0,50000.0,691.2538355,2,5.0,1,0,4.0,1.0,0,2,1,6,1,7,0,0,1,5.0,69.5,1,1,4.0,0,1.0,2.0,5.0,0,5.0,0,7,0
12,0,62500.0,5.0,0,1,0,6,1,0,4.0,0,1,5,0,0.0,250000.0,666.04978275,4,6.0,1,0,8.0,1.0,0,2,1,8,2,7,0,0,2,6.0,56.66666667,0,1,4.0,0,6.0,2.0,5.0,0,6.0,0,7,1
15,0,33333.33333,2.0,0,0,0,4,1,0,4.0,0,1,3,0,0.0,100000.0,387.9073003333333,3,4.0,1,0,2.0,0.0,0,2,1,8,1,7,0,0,0,4.0,62.66666667,0,1,5.0,0,2.0,1.0,4.0,0,6.0,0,7,0
18,0,46666.66667,5.0,0,1,0,5,1,0,4.0,0,1,7,0,0.0,140000.0,1216.9466686666667,3,6.0,1,0,8.0,1.0,0,3,1,8,3,7,0,0,3,6.0,69.66666667,0,0,6.0,0,8.0,2.0,6.0,0,6.0,0,7,0
21,0,66666.66667,0.0,0,1,1,5,1,1,1.0,0,1,5,0,0.0,200000.0,497.18379899999996,3,5.0,0,1,7.0,1.0,0,0,1,0,2,7,0,0,2,5.0,24.0,0,1,4.0,0,5.0,2.0,5.0,0,5.0,0,7,0
22,0,36000.0,1.0,0,1,0,5,0,1,3.0,0,1,10,0,0.0,180000.0,424.7525368,5,6.0,1,0,8.0,1.0,0,2,1,8,1,7,0,0,3,6.0,47.5,0,1,6.0,2,7.0,0.0,6.0,0,6.0,0,7,1
27,0,25000.0,3.0,0,0,0,3,1,0,1.0,0,1,1,0,0.0,50000.0,213.3777218,2,6.0,1,0,8.0,1.0,0,2,1,6,1,7,0,0,2,6.0,59.5,1,1,7.0,0,7.0,2.0,6.0,0,6.0,0,7,0
28,0,16666.66667,1.0,1,1,0,3,1,1,2.0,0,1,3,0,0.0,50000.0,680.8236969999999,3,6.0,1,0,6.0,1.0,0,2,1,7,1,7,0,1,2,5.0,33.66666667,0,1,6.0,2,3.0,2.0,6.0,0,6.0,1,7,0
30,0,75000.0,5.0,0,2,0,5,1,0,2.0,0,1,7,0,0.0,150000.0,1049.748543,2,6.0,1,0,1.0,0.0,0,1,1,10,1,7,0,0,2,2.0,47.0,0,0,5.0,0,4.0,0.0,2.0,0,6.0,0,7,0
32,0,25000.0,2.0,0,0,0,3,1,0,1.0,0,1,2,0,0.0,50000.0,552.121977,2,4.0,1,0,7.0,1.0,0,2,1,6,2,7,0,0,1,4.0,62.0,1,1,6.0,0,4.0,2.0,3.0,0,4.0,0,7,0
34,0,40000.0,1.0,1,2,0,3,1,0,1.0,0,1,5,0,0.0,40000.0,2329.485595,1,6.0,1,0,4.0,1.0,0,2,1,7,1,7,0,2,1,6.0,32.66666667,0,1,6.0,2,4.0,2.0,6.0,0,6.0,1,7,0
39,1,25000.0,3.0,0,1,1,2,1,0,1.0,0,1,4,0,0.0,25000.0,1170.88439,1,6.0,1,0,5.0,0.0,0,1,1,5,2,7,0,0,2,5.0,55.0,0,0,5.0,2,4.0,0.0,5.0,0,6.0,0,7,0
40,0,33000.0,4.0,0,0,0,4,1,0,4.0,0,1,2,0,0.0,66000.0,1523.3713085,2,6.0,1,0,2.0,0.0,0,2,1,8,1,7,0,0,2,5.0,55.5,0,1,5.0,0,2.0,2.0,5.0,0,6.0,0,7,0
44,0,50000.0,2.0,0,3,0,5,1,1,2.0,0,1,4,0,0.0,150000.0,1144.5440956666666,3,6.0,1,0,2.0,1.0,0,2,1,8,1,3,0,0,3,6.0,51.33333333,0,0,6.0,0,2.0,0.0,6.0,0,6.0,0,3,0
46,0,40000.0,1.0,0,2,0,5,1,1,2.0,0,1,4,0,0.0,200000.0,521.6946254000001,5,6.0,1,0,6.0,0.0,0,2,1,8,2,7,0,0,2,6.0,48.75,0,1,4.0,2,5.0,3.0,4.0,0,6.0,0,7,1
47,0,12000.0,4.0,1,1,0,4,1,0,0.0,0,1,1,0,0.0,60000.0,503.63753319999995,5,6.0,1,0,6.0,0.0,0,4,1,7,1,7,0,1,2,6.0,53.57142857,0,1,6.0,0,6.0,2.0,6.0,0,6.0,1,7,1
49,0,55000.0,3.0,0,0,0,5,0,0,3.0,0,1,3,0,0.0,110000.0,1653.04537,2,6.0,1,0,4.0,0.0,0,2,1,8,1,7,0,0,1,6.0,65.0,0,0,5.0,0,5.0,2.0,6.0,0,6.0,0,7,0
50,0,62500.0,2.0,0,1,0,5,1,1,4.0,0,1,6,0,0.0,125000.0,1492.3942695,2,6.0,1,0,7.0,1.0,0,1,1,6,1,7,0,0,1,6.0,56.5,1,1,6.0,0,5.0,0.0,5.0,0,6.0,0,7,0
51,0,40000.0,4.0,0,3,0,5,1,1,2.0,0,1,6,0,0.0,120000.0,569.0880473333333,3,6.0,0,0,1.0,1.0,0,0,1,9,2,6,0,0,2,5.0,37.33333333,0,1,4.0,2,1.0,2.0,5.0,0,5.0,0,6,0
52,0,62500.0,3.0,0,3,0,6,1,1,4.0,0,1,6,0,0.0,250000.0,509.94984175,4,6.0,1,0,5.0,1.0,0,2,1,8,2,7,0,0,3,6.0,44.0,0,0,6.0,2,4.0,2.0,6.0,0,6.0,0,7,1
58,0,33333.33333,3.0,0,2,0,4,2,0,2.0,0,2,6,0,0.0,100000.0,487.64901499999996,3,6.0,1,0,0.0,1.0,0,5,1,7,1,7,0,0,2,6.0,53.75,0,0,4.0,0,2.0,2.0,4.0,0,5.0,1,7,0
60,0,25000.0,5.0,0,2,0,3,1,0,3.0,0,2,2,0,0.0,50000.0,1132.687801,2,6.0,1,0,5.0,0.0,0,2,1,6,2,7,0,0,1,5.0,63.5,1,0,1.0,0,5.0,1.0,5.0,0,6.0,0,7,0
61,0,36000.0,5.0,0,0,0,4,1,1,4.0,0,1,4,0,0.0,72000.0,1045.8172325,2,5.0,1,0,8.0,1.0,0,2,1,8,1,7,0,0,1,5.0,53.0,0,1,4.0,0,4.0,2.0,5.0,0,5.0,0,7,0
63,0,33333.33333,3.0,0,5,0,4,1,1,1.0,0,1,3,0,0.0,100000.0,191.6948697,3,6.0,0,0,6.0,1.0,0,0,1,9,2,7,0,0,1,5.0,39.0,0,1,6.0,2,5.0,0.0,3.0,0,6.0,0,7,0
64,0,45000.0,2.0,0,2,0,4,1,0,2.0,0,1,3,0,0.0,90000.0,751.461581,2,5.0,0,0,6.0,1.0,1,0,1,1,1,7,0,0,1,5.0,52.5,0,1,5.0,2,4.0,2.0,5.0,0,5.0,0,7,0
65,0,22500.0,0.0,0,1,0,3,1,1,1.0,0,1,5,0,0.0,45000.0,358.88515205,2,6.0,0,0,0.0,1.0,0,0,1,11,2,7,0,0,0,6.0,35.0,0,0,5.0,2,0.0,0.0,6.0,0,6.0,0,7,0
66,0,11000.0,4.0,0,2,0,5,1,0,4.0,0,1,4,0,0.0,110000.0,299.6995803,10,4.0,1,0,6.0,0.0,0,9,1,7,2,7,0,0,1,6.0,57.63636364,0,0,4.0,0,5.0,4.0,6.0,0,6.0,1,7,1
68,0,7500.0,3.0,0,2,0,2,1,1,2.0,0,1,5,0,0.0,15000.0,1053.669926,2,6.0,0,0,3.0,1.0,0,0,1,11,2,7,0,0,4,5.0,30.5,0,1,6.0,2,3.0,2.0,5.0,0,6.0,0,7,0
69,0,12500.0,1.0,0,1,0,3,1,1,3.0,0,1,5,0,0.0,50000.0,636.485021,4,6.0,0,0,4.0,1.0,0,0,1,9,1,7,0,0,2,6.0,40.25,0,0,5.0,0,6.0,2.0,6.0,0,6.0,0,7,1
71,0,35000.0,2.0,0,0,0,4,0,0,1.0,0,1,2,0,0.0,70000.0,96.9302442,2,6.0,1,0,2.0,0.0,0,2,1,6,1,7,0,0,0,1.0,62.5,1,0,2.0,0,2.0,3.0,1.0,0,6.0,0,7,0
73,0,36000.0,3.0,0,0,0,4,1,0,3.0,0,1,4,0,0.0,72000.0,1523.8286705,2,6.0,1,0,2.0,1.0,0,2,1,6,2,7,0,0,1,6.0,66.5,1,0,5.0,0,0.0,3.0,6.0,0,6.0,0,7,0
77,0,12000.0,4.0,0,1,0,3,1,0,1.0,1,1,3,0,0.0,36000.0,440.74752166666667,3,5.0,1,0,6.0,1.0,0,1,1,8,1,7,0,0,1,5.0,46.33333333,0,0,5.0,0,4.0,3.0,5.0,0,4.0,0,7,0
78,0,66666.66667,2.0,0,1,0,5,1,0,1.0,0,1,6,0,0.0,200000.0,588.6833473333334,3,6.0,0,0,0.0,1.0,0,0,1,9,1,7,0,0,1,6.0,43.0,0,0,6.0,2,0.0,2.0,6.0,0,6.0,0,7,0
79,0,39600.0,3.0,0,0,0,4,0,0,2.0,0,1,4,0,0.0,79200.0,449.50457235,2,6.0,1,0,7.0,0.0,0,2,1,6,1,7,0,0,1,4.0,63.5,1,0,5.0,0,6.0,3.0,4.0,0,4.0,0,7,0
80,0,33333.33333,0.0,0,2,0,4,1,1,2.0,0,1,7,0,0.0,100000.0,287.17206386666663,3,6.0,0,0,8.0,1.0,0,0,1,9,3,7,0,0,4,6.0,44.33333333,0,0,6.0,2,7.0,0.0,6.0,0,5.0,0,7,0
81,0,35000.0,4.0,0,1,0,4,1,1,1.0,0,1,4,0,0.0,70000.0,2458.743899,2,6.0,1,0,5.0,1.0,0,2,1,6,1,7,0,0,3,6.0,60.5,1,0,0.0,0,4.0,2.0,6.0,0,6.0,0,7,0
82,0,5000.0,3.0,0,1,0,1,0,0,2.0,0,1,4,0,0.0,10000.0,268.6713322,2,6.0,1,0,8.0,1.0,0,2,1,6,2,7,0,0,3,6.0,57.0,1,0,6.0,0,7.0,2.0,6.0,0,5.0,0,7,0
88,0,40000.0,3.0,1,0,0,4,0,0,3.0,0,1,4,0,0.0,80000.0,1022.6621825,2,6.0,1,0,5.0,0.0,0,2,1,7,1,6,0,1,1,4.0,42.4,0,0,4.0,0,5.0,2.0,4.0,0,6.0,1,6,0
91,1,42000.0,4.0,0,0,1,3,1,0,1.0,0,1,3,0,0.0,42000.0,599.8214771,1,6.0,1,0,7.0,0.0,0,1,1,5,2,7,0,0,1,6.0,80.0,0,0,1.0,0,4.0,2.0,6.0,0,6.0,0,7,0
92,0,25000.0,3.0,0,1,0,4,1,1,2.0,0,1,3,0,0.0,100000.0,161.0133098,4,6.0,1,0,4.0,0.0,0,2,1,8,1,7,0,0,3,4.0,54.0,0,1,4.0,0,3.0,0.0,4.0,0,6.0,0,7,1
94,0,66666.66667,0.0,1,3,0,5,1,1,1.0,0,1,6,1,0.0,200000.0,679.9945693333333,3,6.0,0,0,6.0,1.0,0,0,1,2,2,7,0,1,3,6.0,26.33333333,0,1,6.0,2,5.0,2.0,6.0,0,6.0,0,7,0
95,0,25000.0,2.0,1,0,0,3,1,0,2.0,0,1,1,0,0.0,50000.0,704.506414,2,6.0,1,0,7.0,0.0,0,2,1,7,2,7,0,1,1,2.0,44.0,0,0,4.0,0,5.0,2.0,2.0,0,6.0,1,7,0
97,0,30000.0,3.0,0,0,0,3,0,0,4.0,0,1,6,0,0.0,30000.0,913.9392785,1,5.0,1,0,0.0,1.0,0,1,1,8,1,7,0,0,1,5.0,44.33333333,0,0,2.0,0,2.0,2.0,5.0,0,5.0,0,7,0
99,0,50000.0,2.0,0,2,0,4,1,1,1.0,0,1,10,0,0.0,100000.0,164.73756175,2,6.0,1,0,5.0,1.0,0,1,1,8,2,7,0,0,4,5.0,40.0,0,0,6.0,2,3.0,0.0,5.0,0,6.0,0,7,0
101,0,30000.0,5.0,0,1,0,4,1,0,2.0,0,1,2,0,0.0,60000.0,629.7528645,2,6.0,1,0,5.0,1.0,0,2,1,6,1,5,0,0,0,5.0,74.0,1,1,4.0,0,4.0,3.0,5.0,0,5.0,0,5,0
102,0,30000.0,2.0,0,0,0,4,0,0,2.0,0,1,4,0,0.0,60000.0,1110.5098795,2,6.0,0,0,8.0,0.0,1,0,1,1,1,7,0,0,1,5.0,52.0,0,1,4.0,2,8.0,1.0,5.0,0,6.0,0,7,0
105,0,35000.0,1.0,0,1,0,4,1,0,1.0,0,1,8,0,0.0,70000.0,1075.7480695,2,6.0,1,0,4.0,1.0,0,2,1,6,1,7,0,0,3,2.0,73.0,1,1,4.0,0,3.0,2.0,2.0,0,6.0,0,7,0
106,0,37500.0,4.0,1,1,0,4,1,0,1.0,0,0,6,0,0.0,75000.0,1107.7771955,2,6.0,1,0,0.0,1.0,0,1,1,7,2,7,0,1,3,5.0,35.4,0,0,6.0,2,0.0,2.0,5.0,0,6.0,1,7,0
108,0,50000.0,3.0,1,1,0,5,1,1,2.0,0,1,3,1,0.0,150000.0,189.9980815,3,6.0,0,0,5.0,1.0,0,0,1,2,1,7,0,1,3,4.0,34.5,0,1,6.0,2,2.0,2.0,4.0,0,4.0,0,7,0
109,0,40000.0,4.0,0,0,0,3,1,0,4.0,0,1,1,0,0.0,40000.0,2631.104459,1,6.0,1,0,4.0,1.0,0,2,1,8,1,7,0,0,1,5.0,58.66666667,0,0,4.0,0,3.0,2.0,5.0,0,5.0,0,7,0
111,0,40000.0,4.0,0,1,0,3,1,0,4.0,0,1,1,0,0.0,40000.0,1185.492089,1,6.0,1,0,7.0,1.0,0,1,1,10,1,7,0,0,3,6.0,63.0,0,1,6.0,0,4.0,2.0,5.0,0,6.0,0,7,0
115,0,30000.0,4.0,0,1,0,4,1,0,2.0,0,1,2,0,0.0,60000.0,414.3486644,2,5.0,1,0,0.0,1.0,0,1,1,10,1,7,0,0,1,5.0,44.5,0,1,2.0,0,1.0,2.0,5.0,0,6.0,0,7,0
117,0,6000.0,1.0,1,0,0,1,1,0,1.0,0,1,2,0,0.0,6000.0,418.0277338,1,5.0,1,0,4.0,1.0,0,1,1,8,1,7,0,1,1,5.0,30.25,0,0,1.0,0,2.0,2.0,5.0,0,5.0,0,7,0
118,0,50000.0,3.0,0,1,0,5,1,0,2.0,0,1,7,0,0.0,150000.0,1221.464838,3,6.0,1,0,6.0,0.0,0,2,1,8,1,7,0,0,2,5.0,76.33333333,0,1,4.0,0,4.0,2.0,3.0,0,6.0,0,7,0
119,0,70000.0,4.0,0,1,0,5,1,0,3.0,0,1,4,0,0.0,140000.0,1035.5373075,2,5.0,1,0,6.0,0.0,0,2,1,6,1,7,0,0,1,5.0,82.0,1,1,4.0,0,5.0,0.0,4.0,0,5.0,0,7,0
120,0,20000.0,1.0,0,0,0,3,1,0,3.0,0,1,1,0,0.0,40000.0,641.072474,2,6.0,1,0,0.0,1.0,0,2,1,6,1,7,0,0,1,3.0,68.0,1,1,4.0,0,2.0,2.0,3.0,0,5.0,0,7,0
124,0,40000.0,4.0,1,1,0,5,1,1,3.0,0,1,5,0,0.0,120000.0,1273.2761183333334,3,6.0,1,0,5.0,0.0,0,2,1,4,3,7,1,1,1,6.0,47.0,0,0,4.0,0,6.0,0.0,3.0,0,6.0,0,7,0
126,0,5000.0,5.0,1,1,0,2,1,0,4.0,0,1,2,0,0.0,20000.0,319.4680305,4,6.0,1,0,8.0,1.0,0,2,1,7,2,7,0,1,4,6.0,38.25,0,1,6.0,2,8.0,2.0,6.0,0,6.0,1,7,1
128,0,20000.0,4.0,0,2,0,4,1,1,1.0,0,1,7,0,0.0,100000.0,691.9987456,5,6.0,1,0,6.0,1.0,0,2,1,7,1,7,0,0,4,6.0,53.6,0,1,6.0,0,5.0,2.0,6.0,0,6.0,1,7,1
129,0,17500.0,3.0,0,1,0,4,1,0,3.0,0,1,5,0,0.0,70000.0,548.81980525,4,6.0,1,0,4.0,1.0,0,1,1,8,1,5,0,0,2,6.0,46.33333333,0,0,6.0,0,3.0,2.0,6.0,0,6.0,0,5,1
130,0,28500.0,4.0,0,1,0,4,1,0,2.0,0,1,1,0,0.0,57000.0,256.39586465,2,6.0,1,0,1.0,0.0,0,2,1,6,1,0,0,0,1,6.0,63.5,1,0,4.0,0,5.0,2.0,6.0,0,6.0,0,0,0
131,0,6666.666667,4.0,1,1,0,3,0,1,2.0,0,1,1,0,0.0,40000.0,46.35232056666666,6,6.0,1,0,8.0,1.0,0,2,1,7,2,7,0,2,2,5.0,37.83333333,0,1,5.0,0,5.0,2.0,6.0,0,6.0,1,7,1
132,0,66666.66667,0.0,1,1,0,5,1,1,3.0,0,2,6,1,0.0,200000.0,194.98455643333332,3,6.0,0,0,4.0,1.0,0,0,1,2,1,7,0,1,1,6.0,35.0,0,0,6.0,2,3.0,0.0,6.0,0,6.0,0,7,0
133,0,35000.0,3.0,0,1,0,4,1,0,1.0,0,1,5,0,0.0,70000.0,602.344549,2,5.0,0,0,5.0,1.0,0,0,1,11,1,7,0,0,2,5.0,33.5,0,1,4.0,0,3.0,2.0,5.0,0,5.0,0,7,0
134,0,30000.0,2.0,0,1,0,4,1,0,2.0,0,1,3,0,0.0,90000.0,365.90740766666664,3,3.0,1,0,6.0,0.0,0,2,1,8,2,7,0,0,1,3.0,66.66666667,0,1,6.0,0,5.0,2.0,3.0,0,4.0,0,7,0
136,0,26666.66667,2.0,1,1,0,4,1,0,1.0,0,1,1,1,0.0,80000.0,598.177372,3,6.0,0,0,5.0,0.0,0,0,1,2,1,7,0,1,2,5.0,27.66666667,0,0,6.0,2,4.0,0.0,5.0,0,6.0,0,7,0
138,0,40000.0,3.0,0,1,0,4,1,0,0.0,0,1,1,0,0.0,80000.0,1147.8505685,2,6.0,1,0,5.0,0.0,0,3,1,7,1,7,0,0,2,3.0,60.6,0,1,1.0,2,5.0,0.0,3.0,0,6.0,1,7,0
139,0,60000.0,1.0,0,2,0,4,1,0,2.0,0,1,6,0,0.0,60000.0,1181.332628,1,5.0,0,0,8.0,1.0,0,0,1,11,2,7,0,0,2,5.0,37.0,0,0,4.0,0,2.0,0.0,5.0,0,5.0,0,7,0
140,0,26666.66667,3.0,0,1,0,4,1,0,3.0,0,1,1,0,0.0,80000.0,780.0848766666667,3,6.0,1,0,5.0,0.0,0,1,1,8,2,7,0,0,1,6.0,47.66666667,0,0,5.0,2,2.0,0.0,4.0,0,6.0,0,7,0
142,0,10000.0,4.0,1,1,0,3,1,1,3.0,0,1,2,1,0.0,50000.0,699.071588,5,6.0,0,0,8.0,1.0,0,0,1,2,1,7,0,1,4,6.0,20.66666667,0,0,6.0,2,8.0,0.0,6.0,0,6.0,0,7,1
143,0,43333.33333,2.0,0,0,0,5,1,1,1.0,0,1,4,0,0.0,130000.0,503.3058336666666,3,6.0,1,0,7.0,1.0,0,2,1,8,2,7,0,0,2,6.0,50.66666667,0,0,4.0,0,5.0,2.0,3.0,0,5.0,0,7,0
144,1,36000.0,2.0,0,0,1,3,0,0,3.0,0,0,1,0,0.0,36000.0,2666.142007,1,6.0,1,0,5.0,0.0,0,1,1,5,1,7,0,0,1,6.0,87.0,0,0,3.0,0,4.0,0.0,4.0,0,6.0,0,7,0
146,0,26666.66667,3.0,0,0,0,4,1,0,2.0,0,1,4,0,0.0,80000.0,840.6228126666666,3,6.0,0,0,7.0,0.0,0,0,1,9,1,7,0,0,2,6.0,40.33333333,0,0,6.0,2,6.0,2.0,6.0,0,6.0,0,7,0
147,0,15333.33333,3.0,0,1,0,3,1,0,2.0,0,1,5,0,0.0,46000.0,1154.5774153333334,3,6.0,1,0,4.0,1.0,0,3,1,8,3,7,0,0,5,6.0,73.33333333,0,1,6.0,0,3.0,2.0,6.0,0,6.0,0,7,0
148,0,13333.33333,2.0,1,3,0,4,1,0,2.0,0,1,5,0,0.0,80000.0,139.55394466666667,6,6.0,1,0,7.0,1.0,0,2,1,7,2,7,0,2,2,6.0,32.83333333,0,0,6.0,2,6.0,0.0,4.0,0,6.0,1,7,1
149,0,50000.0,1.0,0,2,1,3,1,0,2.0,0,1,4,0,0.0,50000.0,2964.405697,1,6.0,0,1,6.0,1.0,0,0,1,0,1,7,0,0,1,6.0,20.0,0,1,6.0,2,4.0,2.0,6.0,0,6.0,0,7,0
154,0,45000.0,0.0,0,1,0,4,1,0,1.0,0,2,7,0,0.0,90000.0,350.9599318,2,6.0,1,0,6.0,1.0,0,2,1,6,2,7,0,0,3,6.0,73.0,1,0,6.0,0,6.0,2.0,6.0,0,6.0,0,7,0
155,0,16666.66667,2.0,0,1,0,4,0,1,2.0,0,1,4,0,0.0,100000.0,512.8611685,6,6.0,1,0,4.0,0.0,0,2,1,6,1,7,0,0,2,6.0,57.5,1,1,3.0,0,6.0,0.0,4.0,0,6.0,0,7,1
156,0,33333.33333,3.0,1,1,0,4,1,0,1.0,0,1,2,1,0.0,100000.0,349.80260933333335,3,5.0,0,0,7.0,0.0,0,0,1,2,1,7,0,1,1,5.0,30.66666667,0,0,5.0,2,5.0,0.0,5.0,0,6.0,0,7,0
157,0,25000.0,3.0,1,0,0,3,1,0,1.0,0,0,1,0,0.0,50000.0,1415.1384425,2,6.0,1,0,5.0,1.0,0,2,1,7,1,7,0,1,1,6.0,37.4,0,1,6.0,0,4.0,2.0,6.0,0,6.0,1,7,0
160,0,25000.0,4.0,1,0,0,4,1,0,4.0,0,1,6,0,0.0,100000.0,689.705691,4,6.0,1,0,8.0,1.0,0,1,1,8,1,7,0,1,1,6.0,44.25,0,1,6.0,2,6.0,2.0,6.0,0,5.0,0,7,1
165,0,18000.0,4.0,0,0,0,3,1,0,3.0,0,1,4,0,0.0,36000.0,785.870578,2,6.0,1,0,6.0,1.0,0,1,1,8,2,7,0,0,1,6.0,58.66666667,0,0,5.0,0,5.0,2.0,5.0,0,5.0,0,7,0
166,0,33333.33333,1.0,0,2,0,4,1,1,3.0,0,1,6,0,0.0,100000.0,988.0178483333334,3,6.0,0,0,0.0,1.0,0,0,1,9,1,7,0,0,2,5.0,38.0,0,0,4.0,2,0.0,2.0,5.0,0,6.0,0,7,0
170,0,20000.0,3.0,0,1,0,4,0,1,1.0,0,1,2,0,0.0,80000.0,61.555695875,4,5.0,0,0,3.0,1.0,0,0,1,9,1,7,0,0,2,6.0,40.75,0,1,6.0,2,1.0,2.0,6.0,0,6.0,0,7,1
172,0,65000.0,3.0,0,1,0,5,2,0,1.0,0,1,4,0,0.0,130000.0,1003.4280105,2,6.0,1,0,8.0,1.0,0,2,1,6,1,0,0,0,2,6.0,74.0,1,1,4.0,2,7.0,2.0,6.0,0,6.0,0,0,0
173,0,5000.0,5.0,0,1,0,2,1,0,4.0,0,1,3,0,0.0,20000.0,502.0312625,4,5.0,1,0,4.0,1.0,0,1,1,8,2,7,0,0,1,5.0,48.5,0,0,4.0,2,4.0,2.0,5.0,0,5.0,0,7,1
174,0,50000.0,2.0,0,2,0,4,1,1,4.0,0,1,1,0,0.0,100000.0,1256.8891675,2,6.0,1,0,3.0,1.0,0,2,1,6,2,7,0,0,4,6.0,61.0,1,0,5.0,2,3.0,2.0,5.0,0,5.0,0,7,0
177,0,20000.0,3.0,0,2,0,4,1,0,1.0,0,1,3,0,0.0,60000.0,442.02942666666667,3,5.0,1,0,0.0,1.0,0,1,1,8,2,7,0,0,2,5.0,40.33333333,0,1,4.0,2,2.0,2.0,5.0,0,5.0,0,7,0
179,0,39000.0,3.0,0,0,0,4,0,0,2.0,0,1,2,0,0.0,78000.0,250.11032425,2,6.0,1,0,7.0,1.0,0,2,1,6,1,7,0,0,1,6.0,80.5,1,0,4.0,0,6.0,0.0,6.0,0,6.0,0,7,0
180,0,2061.85567,1.0,0,1,0,5,1,0,2.0,0,1,3,0,0.0,200000.0,1088.32923,1,6.0,1,0,3.0,1.0,0,2,1,8,1,7,0,0,1,5.0,45.75,0,1,5.0,2,3.0,2.0,5.0,0,5.0,0,7,0
182,0,33333.33333,3.0,0,3,0,4,1,0,2.0,0,1,8,0,0.0,100000.0,245.1409636666667,3,5.0,0,0,2.0,1.0,0,0,1,9,2,7,0,0,1,5.0,43.5,0,0,2.0,0,1.0,2.0,5.0,0,5.0,0,7,0
185,0,46666.66667,2.0,0,2,0,5,1,0,3.0,0,1,6,0,0.0,140000.0,1023.4987513333334,3,6.0,1,0,6.0,0.0,0,2,1,8,2,7,0,0,2,6.0,53.5,0,1,5.0,2,5.0,3.0,6.0,0,6.0,0,7,0
186,0,30000.0,5.0,0,1,0,4,1,0,0.0,0,1,1,0,0.0,60000.0,353.41815425,2,6.0,1,0,5.0,1.0,0,2,1,8,1,7,0,0,1,5.0,68.75,0,0,4.0,0,3.0,2.0,5.0,0,5.0,0,7,0
187,0,26400.0,0.0,1,1,0,4,1,0,4.0,0,1,6,0,0.0,79200.0,665.510213,3,6.0,1,0,5.0,1.0,0,2,1,4,2,7,1,1,1,6.0,47.0,0,0,5.0,0,4.0,2.0,5.0,0,5.0,0,7,0
189,0,33333.33333,1.0,0,1,0,4,1,1,1.0,0,1,5,0,0.0,100000.0,317.9288999666667,3,6.0,0,0,3.0,1.0,1,0,1,1,1,7,0,0,1,5.0,41.5,0,0,4.0,2,1.0,2.0,5.0,0,5.0,0,7,0
190,0,33333.33333,2.0,0,1,0,4,1,0,1.0,0,1,3,0,0.0,100000.0,415.54663933333336,3,5.0,1,0,7.0,1.0,0,2,1,8,1,6,0,0,2,5.0,47.66666667,0,0,4.0,0,5.0,2.0,5.0,0,5.0,0,6,0
193,0,33333.33333,0.0,0,2,0,4,1,0,1.0,0,1,2,0,0.0,100000.0,344.93498999999997,3,5.0,1,0,2.0,1.0,0,3,1,7,2,7,0,0,2,5.0,63.33333333,0,0,4.0,2,1.0,2.0,5.0,0,5.0,1,7,0
196,1,309.2783505,5.0,0,1,1,3,1,0,0.0,0,0,3,0,0.0,30000.0,946.5427159,1,5.0,1,0,1.0,0.0,0,1,1,5,1,7,0,0,2,5.0,75.0,0,0,4.0,0,1.0,2.0,5.0,0,5.0,0,7,0
197,0,27700.0,4.0,1,0,0,4,1,0,1.0,0,1,3,0,0.0,55400.0,691.032848,2,6.0,1,0,3.0,1.0,0,2,1,4,1,7,1,1,1,6.0,39.66666667,0,0,5.0,0,2.0,0.0,6.0,0,6.0,0,7,0
